,tweet,% Negative,% Neutral,% Positive,overall rating
1979,"if this is the driverless car solution to pedestrians and cyclists, driverless cars don't belong in cities.",0.0,87.4,12.6,Positive
1980,mate you’re in fantasy land. most driverless car miles are racked up with a human passenger present on roads without pedestrians or manual cars. the data is useless. the free market isn’t going to solve this and you’re frankly stupid for pretending it will lots of love ♥️,9.8,66.60000000000001,23.599999999999998,Positive
1981,they made walking on the street illegal so that they can shift the blame of car accidents onto pedestrians. i don't look forward to the day when i get run over and the internet would blame me for not wearing my driverless car avoidance sensors.,25.1,74.9,0.0,Negative
1982,»surveillance by driverless car«,0.0,100.0,0.0,Neutral
1983,smart cars vs. privacy: a driverless car could generate gb of data per second,0.0,82.8,17.2,Positive
1984,on twitter: %smart cars vs. privacy: a driverless car cou...,0.0,76.9,23.1,Positive
1985,smart cars vs. privacy: a driverless car could generate gb of data per second ▸,0.0,83.8,16.2,Positive
1986,"smart cars vs. privacy: a driverless car could generate gb of data per second –nma auto tech watch story of the day for october , ",0.0,89.9,10.100000000000001,Positive
1987,smart cars vs. privacy: a driverless car could generate gb of data per seco...,0.0,82.8,17.2,Positive
1988,smart cars vs. privacy: a car could generate gb of data per second,0.0,81.6,18.4,Positive
1989,smart cars vs. privacy: a driverless car could generate gb of data per second by,0.0,83.8,16.2,Positive
1990,chances are: there will be no big privacy bill this session of congress. there will be no big driverless car bill this session of congress. there will be no big [fill in the blank with your favorite tech policy] bill this session of congress. here’s why:,12.6,78.2,9.2,Negative
1991,"so that driverless car going to be coming out of the chute any minute, not that california's not holding you back with its regulations and discouragement of vehicular homicide.",9.700000000000001,90.3,0.0,Negative
1992,"cruise reportedly urged the biden administration to back regulations that expedite driverless car deployment on u.s. roads, as the country is lagging china, which has a “top down, centrally directed approach,” according to a letter from last may.",5.4,94.6,0.0,Negative
1993,would you drive a driverless car? is set to become one of the first cities to issue regulations for the commercial use of autonomous vehicles. the first set of self-driving cars will hit dubai’s roads in . follow for updates.,0.0,100.0,0.0,Neutral
1994,china gives driverless car services a push with updated regulations,0.0,100.0,0.0,Neutral
1995,"waymo/cruise got permit to test driverless, just not make money with them yet. ca av regulations suck. they are way too restrictive. they literally make companies get like permits in sequential order before they can actually make money with a driverless car. ridiculous!",11.799999999999999,83.0,5.2,Negative
1996,china gives driverless car services a push with updated regulations - caixin global,0.0,100.0,0.0,Neutral
1997,"it's gorgeous in its current. i believe that with the widespread use of the iot, the driverless car experience will be much more reliable and comfortable",0.0,76.0,24.0,Positive
1998,"in the same vein as putting “smart” things in your house, i will ride in a driverless car only after hell freezes over and only on the highway to hell after i die. the technology is years away from being reliable but companies think they are years away. hard pass.",19.2,80.80000000000001,0.0,Negative
1999,i have a feeling it’s doomed unless fuel prices rocket and public transport becomes cheap and reliable. my oh thinks driverless car ‘pods’ which no one owns but just dial up when needed will be the future.,10.6,86.2,3.2,Negative
2000,"i’m not a fan of all electric, hybrid mostly electric with a switch over when needed seems the most reliable way to go. i’m never buying a driverless car…ever",6.5,93.5,0.0,Negative
2001,it is fairly reliable. i bet you could do it three times in a row and have it work every time. when you’re talking about having it work *every time* that’s a true driverless car,0.0,92.4,7.6,Positive
2002,"i’ve owned maybe + apple products in the past years, from across their entire range. i use their products every single day. there isn’t a single one that has ever been even remotely reliable enough to make me to trust a driverless car made by apple, or anybody else 😆",0.0,89.60000000000001,10.4,Positive
2003,"marketers for driverless cars claim that they're more reliable than many humans, yet when a reckless human crashes, we can take his license to avoid problems. but a software glitch in one driverless car probably would be replicated in millions of other cars, magnifying dangers.",19.0,81.0,0.0,Negative
2004,"cisco provides ‘g-like’ private network for first driverless car race at indy speedway traffic will be carried over cisco’s own ultra-reliable wireless backhaul system, which it acquired with the purchase of fluidmesh networks",0.0,100.0,0.0,Neutral
2005,the waymo is the only somewhat reliable driverless car running on public roads at the moment. a tesla is a heap of toothpicks duct tape and elastic bands compared to it.,0.0,100.0,0.0,Neutral
2006,how about we stop with these self indulgent driverless car services and just make public transport more affordable and reliable.,10.4,89.60000000000001,0.0,Negative
2007,"statistically, the least reliable part of the car is ... the driver. in , chris urmson was head of google's driverless car program, one of several efforts to remove humans from the driver's seat.",0.0,100.0,0.0,Neutral
2008,"i think that building a reliable individual car as an av is very, very difficult. an av as a bus, specially in a brt corridor, is much more plausible. i think that we'll get used to driverless buses before sighting the first driverless car.",6.7,93.30000000000001,0.0,Negative
2009,i’ve always hated people saying that good public transit isn’t feasible in alaska when i’ve been to the nordic countries and seen it done well there. i would love reliable public transit over a driverless car!,9.2,70.0,20.8,Positive
2010,can we all agree to hold off on driverless car talk until automatic wipers and high beams are 💯 reliable?,0.0,88.9,11.1,Positive
2011,"yeah, driverless cars, because software is so fucking reliable... the computer industry’s inherently defective product is perpetually defended by logical fallacy (special pleading). driverless car bullshit is a dangerous laissez-faire capitalist tech-fanatic obsession.",27.700000000000003,61.199999999999996,11.1,Negative
2012,is a driverless car reliable?,0.0,100.0,0.0,Neutral
2013,"there are and problems related to this. for the ethical ones, how is the ai, what if it gets into an accident. for security, whats to stop the passengers from littering, stealing, and not paying if its a driverless car.",22.8,66.10000000000001,11.1,Negative
2014,"statistically, the least reliable part of the car is ... the driver. chris urmson heads up google's driverless car program, one of several efforts to remove humans from the driver's seat.",0.0,100.0,0.0,Neutral
2015,i cannot trust a driverless car until we can build a reliable printer,18.4,81.6,0.0,Negative
2016,"now, imagine you're on the freeway at mph and your driverless car ""bricks"" -- and boom! makes you think twice about drinking silicon valley's kool-aid buzz for automated trans if can't make a reliable home device.",0.0,95.89999999999999,4.1000000000000005,Positive
2017,"so, why didn’t whomever get a citation? tell me a driverless car with no lights on is not an offense that deserves a citation… too much paperwork. no responsibility.",13.700000000000001,80.9,5.4,Negative
2018,"look, this is not a driverless car. it is assistance, i am driving it and responsible for everything. it is not up the car to force me to obey the law, which car does that? if i want to make rolling stops, or go over speed limit it has to go. it is my responsibility so my choice.",2.7,91.4,6.0,Positive
2019,"carmakers held liable for driverless car failings, say lawyers british lawyers are calling for automakers to shoulder unlimited legal responsibility for a driverless vehicle’s actions on the roads. the move",9.8,85.6,4.6,Negative
2020,"in light of a driverless car video going around, i’m re-upping my article from a year ago about the ironies of autonomous driving, chiefly about the limits of the human-responsibility paradigm and a need to transform away from it.",0.0,100.0,0.0,Neutral
2021,"this moral instinct gives us an authority, which is easy to assign responsibility to when something goes wrong. it is difficult to translate this authorty onto a driverless car. personally, i think it will end up being the owner of the car who is responsible, and sometimes",10.4,77.60000000000001,12.0,Neutral
2022,"it's understandable a city may be % responsible for a driverless subway train. but, would i want to assume % responsibility for whatever my driverless car might do out there on the public roadway? hmm, probably not.",0.0,91.9,8.1,Positive
2023,"you guys better take full responsibility for any deaths as a result to relying on technology for the safety and transportation of human beings in a driverless car. just saying. if you make anyone sign waivers, you should stop all testing.",4.8,82.8,12.4,Positive
2024,"i don’t know what “responsibility” means here, but given people’s (innate?) heightened reactions to failures when they’re attributable to machines/automation/tech (think of driverless car accidents, vaccine side effects, …),",20.5,79.5,0.0,Negative
2025,"bhatiya ji, it is sad if people are dying in any state &amp; btw maharashtra is also a part of the country right or is it that the centre &amp; p.m. have no responsibility towards non bjp state. yaha to pura desh driverless car bana hua hai",10.5,89.5,0.0,Negative
2026,why are some people so hell bent on not “merely” being programmers and clamour for “engineer”? prestige. so i’m all down with software engineers; just take on the fucking responsibility so that when your driverless car crashes and kills someone you lose your title. or your map +,21.099999999999998,78.9,0.0,Negative
2027,"donât blame me if my driverless car crashes into you | tim adams – itâs useful to know who should have responsibility for accidents in autonomous vehicles five years ago, &lt;a",13.200000000000001,78.7,8.1,Negative
2028,"but your more of a passenger than a motorist in a driverless car - except with the nagging responsibility of having to take control in an emergency. perhaps the traditional passenger role remains the more liberating one - taxi, bus, tram, train.... or take a break and breathe",13.100000000000001,86.9,0.0,Negative
2029,"what next? gladiator armour for pedestrians in case a driverless car hits them? how about shifting the responsibility to the one who is actually responsible and not make pedestrians compromise who don't even use that service? or, how about using cycles and public transport?",0.0,93.0,7.000000000000001,Positive
2030,paul lambert can use these mick mccarthy quotes: i've never been in a driverless car and i never want to go in one - but i would imagine it feels like how i'm feeling at the moment the responsibility is mine. i'm still in charge of it but i'm not in total control of it,1.9,89.5,8.6,Positive
2031,don’t blame me if my driverless car crashes into you. it’s useful to know who should have responsibility for accidents in autonomous vehicles,17.0,72.5,10.5,Negative
2032,people will keep wanting this to happen because they are always looking for a way to reduce self-responsibility. there would be great benefits to a driverless car but how far down this path docwe go to constantly remove responsibilities. responsibility breeds human happiness.,0.0,81.2,18.8,Positive
2033,"true. i guess i’m not yet ready to have others abdicate their responsibility to the ai. (who gets charged if/when the “driverless” car kills a pedestrian, cyclist, or another driver? (i didn’t realize it but maybe i’m getting old 👨🏽‍🦳)",11.0,84.89999999999999,4.0,Negative
2034,"otherwise indian hospitals might hv icus, ventilators, etc but reluctant medical staff &amp; doctors. situation would then be like a driverless car which could unfortunately result in high mortality rate? hence, it’s our responsibility to ensure their immediate safety &amp; security🙏",10.0,66.0,24.0,Positive
2035,"there is a surprisingly common belief, though, that an will relieve us of the responsibility of devising that technology for ourselves - that we can turn our problems over to ai and be done with them. like relying on a driverless car to steer us forward.",5.2,80.9,13.900000000000002,Positive
2036,this new advice assumes perfection in driverless car technology. unless that can be guaranteed (doubtful) then this could elevate risks for vulnerable road users such as motorcyclists and cyclists. the nmc will be taking a close interest as this technology is rolled out,12.5,74.4,13.100000000000001,Positive
2037,"at the risk of a driverless car losing control and running me over in the food lion parking lot, i’m gonna go out on a limb and say that certain three letter agencies are a far greater threat to our liberty and prosperity and that of our children, than vladimir putin is.",13.0,74.1,12.9,Neutral
2038,"driverless car is pulled over for not having its headlights turned on. once we stop laughing, it raises interesting questions about risk management for new tech",13.4,68.30000000000001,18.3,Positive
2039,simply don't see anything but risk and recklessness in allowing such vehicles to operate on our nations roadways. driverless car pulled over by police in san francisco,9.2,90.8,0.0,Negative
2040,"california police perform high risk takedown of erratic driverless car. car alleges cans of illicit russian oil in trunk were ""planted"", and refused to volunteer exhaust gases for analysis. charges are pending.",23.5,76.5,0.0,Negative
2041,"what risk did he take tho, the risk of losing a bit of money? he hasnt actually done anything himself, except pitch the idea for a driverless car - something many were already working on. you think he designed any of the models? hes just paid people to do stuff for him, thats it!",12.7,87.3,0.0,Negative
2042,"given the choice, i’d risk my life in a driverless car before a grammar checker ht",12.3,87.7,0.0,Negative
2043,"can you imagine a driverless car being ordered am on a thursday, friday, saturday?there'll be a few unexpected ""packages ""... not to mention the increased security risk of a bomb",14.799999999999999,72.6,12.6,Negative
2044,"the price and off loaded risk that tesla offered? this is the very start of the loop, they dont even have driverless car yet, so its not fair to compare the two as if this is the final iteration. if they had signed up for a subway it most likely wouldnt even be functional yet. )",7.3999999999999995,92.60000000000001,0.0,Negative
2045,"""no matter how badly you programme a computer..."" yh let's not go down that route. a badly programmed computer is a massive problem anywhere, that's just a stupid thing to say. a driverless car isn't flawless and does come with its own risks, it could be safer but no guarantee",23.7,71.2,5.1,Negative
2046,surely you've taken into account the risk involved in programming a driverless car? very strange viewpoint to take,19.0,67.9,13.100000000000001,Negative
2047,"given the choice, i’d risk my life in a driverless car before a grammar checker by",12.3,87.7,0.0,Negative
2048,"given the choice, i’d risk my life in a driverless car before a grammar checker trending ai/ml article identified &amp; digested via granola; a machine-driven rss bot by ramsey elbasheer",6.800000000000001,93.2,0.0,Negative
2049,based on the rate of progress of autopilot/fsd and likelihood of tesla accepting liability for fsd's generalized driving in near future. a bot trying to vacuum is orders of mag less risk than a driverless car on the streets.,8.200000000000001,79.5,12.3,Positive
2050,it's possible the tesla bot might be released before tesla robotaxis. a bot with some use functionality has much less risk of damage than a driverless car.,15.9,84.1,0.0,Negative
2051,nascar uses ethanol. higher boiling point = less vapor = less risk for fire. that's one of the reasons there could be less fires. i always turn mine off because safety for fires but it's way harder to carjack a car that's not running than a running driverless car.,5.800000000000001,90.4,3.6999999999999997,Neutral
2052,why would a driverless car be subject to a lesser standard than other hazardous activities? prescriptive legislation requires a risk assessment. 'corner cases' have to include malicious intent of the public as a backlash to adoption but what else is there? public edu is required.,4.2,95.8,0.0,Negative
2053,here is the kangaroo... a driverless car did not perform well in australia - as it could recognise elks but not different groups are at risk as biased predictions matter!,20.5,76.1,3.4000000000000004,Negative
2054,"it's easy to spout this kind of stuff if you've never been in a fully driverless car on public roads. if you've done that, you know that this technology requires serious public trust. that's actually the industry's critique of tesla: they are taking risks that endanger that trust",6.1,76.9,17.0,Positive
2055,the driverless car is officially a risk and self driving smart car development,13.3,69.6,17.1,Positive
2056,why chinese driverless car company autox disengaged its safety features,0.0,76.3,23.7,Positive
2057,what if a driverless train breaks down? how can a driverless train report hitting a member of the public? people can’t even create a driverless car properly lmao imagine hoping for something that could affect the gender publics safety,0.0,74.5,25.5,Positive
2058,this is a great legal question!! - what is your opinion: are driverless car searches constitutional?,0.0,69.39999999999999,30.599999999999998,Positive
2059,"the idea of a driverless car makes people nervous 😬 yet, when automatic elevators were invented a hundred year ago, recall that people just as worried 🙄 we will establish trust through safety innovations 🤘",13.5,74.3,12.2,Positive
2060,this must be another conspiracy with so many safety recalls on vehicles. pushing the driverless car agenda.,15.8,69.8,14.299999999999999,Negative
2061,"corporations pay journalists for opinions. people pay journalists for on-the-ground and investigative reporting. and what a shame it is if you aren't getting paid for the drivel you're putting out.""musk cares about safety bc he grifts driverless car technology that doesn't exist""",12.1,76.0,11.899999999999999,Positive
2062,"indian people deserve tesla ? hey madhu for what reason you need tesla ? driverless car or ev ,safety ?all is available in india by indian brand , go for it ,why you need tesla ?",0.0,90.3,9.700000000000001,Positive
2063,yep. see...we tried for many years to fix safety issues of driverless cars. we just couldn't ensure absolute safety. %. so...let's reverse the perception &amp; look at it from the machine's perception. the driverless car's perception. what exactly the problem is. and fix it.,14.099999999999998,76.1,9.8,Negative
2064,"on the safety of tesla’s autopilot function: “there was no deep research phase” like at other driverless car companies, says one engineering program manager, with “customers essentially standing in for professional test drivers.”",5.8999999999999995,80.0,14.099999999999998,Positive
2065,"look ma, no driver!!! thank you for my first ever driverless car ride, free. game changing for sf bicycle and pedestrian safety. a driver that never gets distracted or speeds and can always see. 🤩",9.9,69.19999999999999,20.8,Positive
2066,musk predicts superhuman safety levels in driverless car ai ‘this year’ - insur...,0.0,81.10000000000001,18.9,Positive
2067,musk predicts superhuman safety levels in driverless car ai ‘this year’,0.0,78.10000000000001,21.9,Positive
2068,"u know the anxious dreams about being in a car crash? well i had a dream that i jumped into a driverless car and took over, getting us to safety on an icy road 🤘🏼",9.5,71.0,19.5,Positive
2069,"i’m kinda surprised/disappointed driverless car racing isn’t a thing yet without humans, you don’t need to worry about safety, so you can do away with a lot of the rules and go nuts and that’s something i’d really like to see",10.9,77.4,11.700000000000001,Positive
2070,thankyou to everyone who provided feedback for the authors to update this standard. a robust safety case for car trials will accelerate their deployment at scale. watch out for next-gen trials without a safety driver in the car...,5.5,82.3,12.2,Positive
2071,the first robotaxi services to operate without safety drivers in beijing!,20.8,79.2,0.0,Negative
2072,driverless car safety - words | bartleby,0.0,68.2,31.8,Positive
2073,"so i can't speak on a hand-free phone whilst watching the road, but someone in a car can watch tv whilst monitoring safety?!? ridiculous.",11.0,74.3,14.7,Positive
2074,"san francisco police pull over driverless car. apparently there's a company called cruise that operates cars in san francisco with no driver, not even a ""safety driver"". and apparently one needed to be pulled over for not having its headlights on.",10.4,89.60000000000001,0.0,Negative
2075,"there is no state where it is legal for there to be a driverless car moving in the road. in order for that to happen, a driverless car would have to be able to pass a driver's test. never going to happen. they cop should have had it towed to safety. it is dangerous.",8.9,83.89999999999999,7.199999999999999,Negative
2076,"starts to pull away after being stopped by police the incident highlights legal challenges around road safety and autonomous vehicles, especially when there is no driver at the wheel.",12.2,71.2,16.6,Positive
2077,why chinese driverless car company autox disengaged its safety features | esg telegraph,0.0,81.10000000000001,18.9,Positive
2078,why chinese driverless car company autox disengaged its safety features via,0.0,78.10000000000001,21.9,Positive
2079,on today’s news briefing: investigated a driverless car company that may have cut corners on safety to attract investors on potential new leadership at brazil’s largest company. and on a new ft edit app.,5.5,80.7,13.8,Positive
2080,why chinese car company autox disengaged its safety features,0.0,74.1,25.900000000000002,Positive
2081,why chinese driverless car company autox disengaged its safety features | west ...,0.0,81.10000000000001,18.9,Positive
2082,why chinese driverless car company autox disengaged its safety feature - found via,0.0,81.10000000000001,18.9,Positive
2083,why chinese driverless car company autox disengaged its safety features via (€),0.0,79.7,20.3,Positive
2084,published a new blog entry why chinese driverless car company autox disengaged its safety features - financial times in pinnacle auto appraiser news.,0.0,88.7,11.3,Positive
2085,"a chinese driverless car start-up, backed by softbank and alibaba disabled its driverless safety systems for fundraising demos. ""the car was rigged so it would not disengage,"" says one insider. top reporting from 👇🏻",5.7,81.39999999999999,12.9,Positive
2086,why chinese driverless car company autox disengaged its safety features /content/fb--a-ad-eaa,0.0,78.10000000000001,21.9,Positive
2087,ft : why chinese driverless car company autox disengaged its safety features,0.0,79.7,20.3,Positive
2088,so you like hacks? i hacked a driverless car just as security reasons put some cones and have it turn exactly where i wanted it too just to see as a example if i wanted to rob the occupants or kidnap them if thinking like a criminal it worked! i also example throwing spike strips,15.0,73.5,11.5,Negative
2089,i did something more fun and pranked a driverless car. i simulated a hacking of a driverless vehicle without a computer with some cones to have it detour in a dead end and example could have occupants to show it could be done but as for security purposes,5.0,84.8,10.2,Positive
2090,either the mowed down by a driverless car in bandra and black bucks had this security,0.0,84.5,15.5,Positive
2091,"driverless car security issues: potential so, lets deep dive into some ai-driven, driverless that is most vulnerable to",10.6,77.7,11.700000000000001,Positive
2092,surveillance by driverless car - schneier on security,0.0,74.5,25.5,Positive
2093,surveillance by driverless car: by schneier on security,0.0,74.5,25.5,Positive
2094,surveillance by driverless car,0.0,100.0,0.0,Neutral
2095,five crucial aspects of driverless car security! let’s deep dive into:,0.0,78.8,21.2,Positive
2096,"in the future when driverless cars get tickets for speeding, the driverless car companies ticket payment will go to fund social security...(tgj)",0.0,100.0,0.0,Neutral
2097,:: 'welcome to the future. cop pulls over driverless car (because no lights?) then cruise goes on the lamb. (via ' see more,8.4,80.2,11.5,Positive
2098,readings: 'welcome to the future. cop pulls over driverless car (because no lights?) then cruise goes on the lamb. (via ' see more,8.4,80.2,11.5,Positive
2099,woah i can only imagine a high homeless man seeing fleet of driverless car roaming around in the middle of the night. i wonder what all security and safety measures are being considered. feels too early.,0.0,86.7,13.3,Positive
2100,driverless car first: chinese biz recalls faulty ai,24.7,75.3,0.0,Negative
2101,there should be more lrt/ monorail in key areas also transport system that could reduce congestion from station to intended destination driverless car/ taxis/ shuttle hybrid vehicle incl bicycles should accelerate towards greater aspect safety and security,0.0,81.5,18.5,Positive
2102,*hm must answer on nagaland killings* the death of villagers and jawaan in nagaland is a great tragedy during a security operation. bjp right now is functioning like a driverless car with no aim and has left the people to fend for themselves.,25.0,60.0,15.0,Negative
2103,mindthesec keynote: why did the driverless car cross the road? - security ...,0.0,83.3,16.7,Positive
2104,mindthesec keynote: why did the driverless car cross the road?,0.0,100.0,0.0,Neutral
2105,i dnt doubt tesla eventually develops a solid driverless car… its years away 💯. absolutely wrong to market the way tesla does creating false sense of security in drivers &amp; permitting them to roam around driverless while tesla knows the cars can’t even detect objects at times,10.7,78.0,11.3,Negative
2106,"in the minority report movie () the destination of a driverless car was remotely changed. the story was written in the threat of driverless cars to our freedom, safety, and security was then. it's a no brainer now visit",11.4,69.39999999999999,19.2,Positive
2107,i sat in the driverless car talks at defcon by darpa. then at ces i asked the head of cyber security for a massive car company for their driverless program i asked him if he would get in one .. he laughed and said never.,0.0,88.8,11.200000000000001,Positive
2108,"if safety is ensured, i wouldn’t mind. but a driverless car could also get hacked. so security is important, too. if safety &amp; security are taken care of, i wouldn’t mind it.",7.3,51.7,40.9,Positive
2109,premium,0.0,100.0,0.0,Neutral
2110,driverless car -,0.0,100.0,0.0,Neutral
2111,"that prior rt included a reference to this article, which says there's security video of the driver and passenger of the supposedly driverless car from last month that shows them getting in the front seats, and it only drove feet before crashing",0.0,94.5,5.5,Positive
2112,this is intel’s plan to dominate driverless car technology | it security news,10.100000000000001,73.8,16.1,Positive
2113,"yes, she is right. in the past no one imagined internet being a utility. electric cars and driverless car being a reality. if we are building the future, the th century play book won't work for the coming century. online security needs a new infrastructure too.",4.3,81.2,14.499999999999998,Positive
2114,"so play nice on facebook, you are allowed two fake burgers today, travel miles in a driverless car once a wk as long as they know where you are going, but if you get out of that car, speak bad against them on the web, you will be seen as a potential security threat, and you",16.7,73.1,10.2,Negative
2115,unless she's in a driverless car without her security officer then it's probably best for them to wear masks?,8.799999999999999,73.2,18.099999999999998,Positive
2116,they have a deal with amazon for driverless car security soooo coool.,0.0,70.89999999999999,29.099999999999998,Positive
2117,"one may have both $fsly &amp; $net, like for cloud based security, both $zs &amp; $crwd, but if you have to select one, still $fsly. $fsly’s edge computing is a far away leader &amp; it’ll continue to thrive in the coming driverless car age!",0.0,91.8,8.200000000000001,Positive
2118,"driverless car security specialist, chief id officer.",0.0,71.39999999999999,28.599999999999998,Positive
2119,five new jobs to safeguard our ever-more connected lives: from deepfake analyst to - car security specialist,0.0,75.0,25.0,Positive
2120,"a mere years after sam witwicky ran from a driverless car in transformers, rolled out autopilot on the model s in . congrats on solid years of autopilot! &amp;",0.0,83.6,16.400000000000002,Positive
2121,"comprehensive study on autonomous/driverless car market | trends, drivers, strategies ...: cyber security is going to be a key consideration for the developing autonomous vehicle technology, as it is not just concerned with the vehicles ... exetlos",0.0,88.8,11.200000000000001,Positive
2122,"get me the driverless car, spacial awareness security team manager.... please!",0.0,64.3,35.699999999999996,Positive
2123,"it looks inevitable... the more we grow in the likes of ai and g..driverless car is inevitable. the cons comes from malfunctioning. as it works with code and all codes are not bug free.this can be used in anyways, security vulnerability among others",4.0,84.89999999999999,11.0,Positive
2124,driverless car runs over security robot -,0.0,71.39999999999999,28.599999999999998,Positive
2125,driverless car runs over security robot by clem samson,0.0,76.9,23.1,Positive
2126,"driverless car,ai.automation will take more jobs and reduce cost of governance rather than govt giving out peanuts they should invest in technology. the area of concentration should be cyber security,software development. to think now with over mil and all we need is handout?",0.0,94.6,5.4,Positive
2127,security analyst: isis is making progress on driverless car bombs:,0.0,60.6,39.4,Positive
2128,i'll buy a driverless car powered by software just as soon as microsoft stop issuing vital windows security updates.,9.6,70.19999999999999,20.200000000000003,Positive
2129,"technology security is just one aspect of my love of working through ""the reality of the possible"". example: hacking the 'driverless' car or the ""smartcar"" is a proven concern. question: is it possible that today's driver",0.0,83.7,16.3,Positive
2130,"they’re used by google as part of driverless car ai development - all about timing human ability to process traffic situations, hence always road related objects. nothing to do with security verification, apparently.",0.0,86.8,13.200000000000001,Positive
2131,chandigarh university mechatronics engineering students successfully tests ai-powered driverless car nomad - pr newswire read more here:,0.0,83.3,16.7,Positive
2132,chandigarh university mechatronics engineering students successfully tests ai-powered driverless car nomad,0.0,75.8,24.2,Positive
2133,"would you ?? no way, that i would ever. i prefere to operate my own vehicle. this guy tests driver driverless car. ( min watch)",9.6,90.4,0.0,Negative
2134,a driverless car manufacturer tests the quality of %c,0.0,100.0,0.0,Neutral
2135,first driverless car tests in uk make the bbc national news but no mention of the fields of driverless horses. is this balance? neigh!,11.899999999999999,88.1,0.0,Negative
2136,"why are professional drivers paying for tolls... fees... licenses ...taxes... tests...to support a 'driverless car' gimmick that will use public roads for dangerous, unproven transportation ?? hello ??",12.4,79.4,8.200000000000001,Negative
2137,"tesla’s driverless car tests raise questions in california tesla is developing driverless cars on public roadways using its customers as test drivers and shrugging off requirements — so far, the dept. of motor vehicles has mostly looked the other way.",0.0,100.0,0.0,Neutral
2138,tesla’s driverless car tests raise questions in california,0.0,100.0,0.0,Neutral
2139,tesla's driverless car tests raise questions in california - national motorists...,0.0,100.0,0.0,Neutral
2140,uae to be first in middle east to start driverless car road tests,0.0,100.0,0.0,Neutral
2141,solved a driverless car manufacturer tests the quality of %c,0.0,81.10000000000001,18.9,Positive
2142,"look at drug trials, after tests in animals they switch to human trials. i'm not saying we should test beta software in driverless cars in public, but i was just asking when do you consider a driverless car is safe to be released in traffic?",0.0,92.0,8.0,Positive
2143,yeah this is why all the driverless car tests have steering wheels. having a steering wheel is literally the law lol i can't remember when i read about this but i do know that if they ever get it working they are going to need to get lobbying,2.9000000000000004,90.10000000000001,7.000000000000001,Positive
2144,"»mgn-africa® pin:f » walmart tests self-driving delivery cars: walmart is testing a driverless car, in partnership with ford and argo ai, that delivers your order straight to your door. hln's elizabeth prann reports. »",0.0,94.69999999999999,5.3,Positive
2145,"lrt: i saw the vid in question. videos of teslas in action have taken me from ""the driverless car is not a great idea"" to ""the driverless car will never work and tesla's beta tests shouldn't be on the streets""",7.8,92.2,0.0,Negative
2146,"...the goal may be to maximize the expected reward of a ""robot"" (e.g. driverless car). while executing sub-optimal problem solving, the gödel machine runs a proof searcher which repeatedly tests proof techniques: programs that read gödel machine's storage",6.2,79.9,13.900000000000002,Positive
2147,a driverless car manufacturer tests the quality of |,0.0,100.0,0.0,Neutral
2148,solved: a driverless car manufacturer tests the quality of... |,0.0,81.10000000000001,18.9,Positive
2149,breaking: keir starmer banned from owning a driverless car. tests show it didn’t know whether to pull to the left or the right and so kept crashing,10.299999999999999,89.7,0.0,Negative
2150,things that didn’t exist when infielder sean kazmar jr. played his last mlb game: • andme dna tests • snapchat • smart thermostats • ipads • google’s driverless car • electric car charger stations,0.0,86.3,13.700000000000001,Positive
2151,"every driverless car should take the same tests that we take..and have the same responsibilities. so says michael l. sena in the latest edition of the dispatcher. he joins princeton's alain kornhauser and co-host fred fishkin for that, tesla and more.",0.0,100.0,0.0,Neutral
2152,"and only yesterday i was reading about automated car tests that showed that of the or so people killed by human drivers, none would have been by a driverless car. i think the headline is sensationally misleading in the best traditions of tabloid journalism.",14.2,77.8,8.0,Negative
2153,"china to allow driverless car tests on highways, putting it in the same lane as us, germany and uk 🚀 💾",0.0,91.7,8.3,Positive
2154,china to allow driverless car tests on highways,0.0,78.7,21.3,Positive
2155,china to allow driverless car tests on highways via,0.0,80.80000000000001,19.2,Positive
2156,"china to allow driverless car tests on highways, putting it in the same lane as...",0.0,88.1,11.899999999999999,Positive
2157,china to allow driverless car tests on highways via /r/tech,0.0,82.6,17.4,Positive
2158,"china to allow driverless car tests on highways, putting it in the same lane as us, germany and uk",0.0,90.5,9.5,Positive
2159,"you'll have a chance to see a real car on the streets of beijing starting monday. the city has issued apollo the first batch of road testing permits, allowing the company to carry out tests without standby drivers in the car.",0.0,95.19999999999999,4.8,Positive
2160,horiba mira gets g network for driverless car tests - transport network,0.0,100.0,0.0,Neutral
2161,"after a pandemic-related freeze on road tests, car developments have been on the rise in the last few weeks. recent developments point to promise for driverless if we stay realistic about what it can and can’t do.",0.0,90.9,9.1,Positive
2162,horiba mira gets g network for driverless car tests - the transport network,0.0,100.0,0.0,Neutral
2163,horiba mira gets g network for driverless car tests -,0.0,100.0,0.0,Neutral
2164,driverless car tests start on uk roads - stoneacre motor group,0.0,100.0,0.0,Neutral
2165,chinese autonomous driving start-up autox wins driverless car permit for tests in california,0.0,76.4,23.599999999999998,Positive
2166,cruise green-lighted to remove backup drivers from driverless car tests in california.,0.0,100.0,0.0,Neutral
2167,tests driverless car on open roads in guangzhou ht,0.0,100.0,0.0,Neutral
2168,"impressive; tests driverless car on open roads in guangzhou, china",0.0,73.2,26.8,Positive
2169,"weride tests driverless car on open roads in guangzhou, china. weride obtained the first permits for fully driverless road test in china, which in july this year set it off on a new journey of driverless cars in the country.",0.0,100.0,0.0,Neutral
